TCA1183,22.0,15.0,18.0,11.0,22.0,2.0,2.0,9.0,15.0,
DCD0715,38.0,46.0,10.0,50.0,37.0,2.0,2.0,9.0,11.0,
KBG1201,18.0,36.0,18.0,39.0,31.0,2.0,2.0,10.0,23.0,
CRR1966,41.0,45.0,39.0,11.0,31.0,2.0,5.0,20.0,42.0,
DTC0840,39.0,23.0,37.0,24.0,37.0,2.0,3.0,13.0,43.0,
KJW1664,15.0,45.0,22.0,43.0,26.0,2.0,2.0,8.0,7.0,
BOS1170,40.0,46.0,41.0,38.0,29.0,2.0,2.0,9.0,15.0,
CAB1886,17.0,19.0,36.0,44.0,28.0,2.0,2.0,8.0,8.0,
DHP0732,34.0,36.0,17.0,38.0,27.0,2.0,2.0,9.0,12.0,
JDG0255,41.0,28.0,42.0,19.0,30.0,2.0,1.0,5.0,0.0,
PKS1187,18.0,22.0,41.0,14.0,29.0,2.0,2.0,9.0,16.0,
QGC0435,42.0,36.0,15.0,44.0,31.0,2.0,5.0,20.0,38.0,
JDR0004,22.0,39.0,39.0,35.0,31.0,2.0,0.0,0.0,0.0,
XBK0246,43.0,36.0,28.0,18.0,26.0,2.0,1.0,1.0,0.0,
LNS0317,41.0,24.0,41.0,23.0,26.0,2.0,2.0,9.0,13.0,
KDL1901,30.0,33.0,36.0,33.0,32.0,2.0,3.0,13.0,29.0,
LKL1895,15.0,44.0,36.0,24.0,28.0,2.0,3.0,13.0,29.0,
MSS0799,41.0,46.0,19.0,30.0,26.0,2.0,2.0,10.0,22.0,
PHY0730,11.0,38.0,46.0,29.0,30.0,2.0,2.0,9.0,12.0,
OCD1985,38.0,36.0,28.0,44.0,22.0,2.0,2.0,8.0,9.0,
LHD1233,36.0,45.0,18.0,34.0,25.0,2.0,2.0,10.0,24.0,
ACM1770,36.0,39.0,18.0,16.0,26.0,2.0,3.0,13.0,29.0,
DMP0344,30.0,41.0,28.0,20.0,23.0,2.0,2.0,10.0,20.0,
ARG1264,45.0,47.0,22.0,40.0,35.0,2.0,3.0,13.0,26.0,
LHA0303,39.0,33.0,19.0,18.0,24.0,2.0,2.0,9.0,10.0,
JJH0862,44.0,17.0,21.0,35.0,22.0,2.0,5.0,19.0,33.0,
CCP1460,48.0,40.0,38.0,20.0,26.0,2.0,3.0,13.0,44.0,
NCU1166,35.0,45.0,25.0,25.0,22.0,2.0,2.0,9.0,14.0,
AWW1749,36.0,20.0,23.0,16.0,28.0,2.0,5.0,20.0,41.0,
CRD0272,47.0,20.0,42.0,25.0,38.0,2.0,1.0,6.0,2.0,
HMI1448,38.0,32.0,21.0,19.0,25.0,2.0,2.0,8.0,6.0,
SCC0379,21.0,20.0,19.0,33.0,25.0,2.0,3.0,13.0,43.0,
NIM1282,26.0,43.0,11.0,38.0,29.0,2.0,5.0,19.0,34.0,
MEB1743,33.0,39.0,18.0,33.0,30.0,2.0,5.0,20.0,41.0,
WOG0797,39.0,34.0,39.0,45.0,24.0,2.0,2.0,10.0,21.0,
DCC1119,47.0,39.0,26.0,36.0,22.0,2.0,1.0,6.0,3.0,
IKB0691,46.0,17.0,28.0,44.0,28.0,2.0,2.0,8.0,4.0,
KWM0365,41.0,19.0,41.0,27.0,28.0,2.0,3.0,12.0,0.0,
DHR1157,48.0,44.0,39.0,50.0,38.0,2.0,2.0,9.0,14.0,
GKG1693,26.0,20.0,41.0,21.0,31.0,2.0,3.0,13.0,28.0,
HVM1288,17.0,38.0,24.0,39.0,34.0,2.0,5.0,19.0,34.0,
DEO1964,37.0,42.0,12.0,23.0,28.0,2.0,5.0,20.0,42.0,
DLH0679,37.0,41.0,41.0,20.0,30.0,2.0,1.0,6.0,1.0,
ANM0830,41.0,37.0,39.0,14.0,23.0,2.0,3.0,13.0,43.0,
JIP1220,23.0,18.0,26.0,45.0,26.0,2.0,2.0,10.0,24.0,
KJN0240,40.0,23.0,45.0,19.0,23.0,2.0,1.0,4.0,0.0,
UBG1493,33.0,38.0,29.0,46.0,29.0,2.0,5.0,19.0,35.0,
NAB1673,48.0,18.0,13.0,42.0,32.0,2.0,2.0,8.0,7.0,
CNM1208,41.0,43.0,20.0,22.0,27.0,2.0,2.0,10.0,23.0,
RCH1216,17.0,33.0,26.0,37.0,32.0,2.0,2.0,10.0,23.0,
MDB0351,50.0,42.0,39.0,20.0,38.0,2.0,2.0,10.0,22.0,
EHM0340,47.0,40.0,20.0,42.0,29.0,2.0,2.0,10.0,20.0,
ACD1174,28.0,20.0,38.0,26.0,33.0,2.0,2.0,9.0,15.0,
AOP1202,40.0,35.0,13.0,43.0,27.0,2.0,2.0,10.0,23.0,
RWP1153,40.0,21.0,40.0,13.0,36.0,2.0,2.0,8.0,5.0,
MMR1458,25.0,18.0,39.0,12.0,23.0,2.0,3.0,13.0,44.0,
TCL0855,34.0,40.0,20.0,30.0,30.0,2.0,5.0,19.0,33.0,
AWW0718,30.0,31.0,45.0,33.0,28.0,2.0,2.0,9.0,11.0,
JIT0356,31.0,47.0,38.0,45.0,28.0,2.0,3.0,11.0,0.0,
MMB1967,20.0,15.0,38.0,14.0,27.0,2.0,5.0,20.0,42.0,
WCB0806,39.0,41.0,39.0,44.0,26.0,2.0,2.0,10.0,22.0,
CNH1896,20.0,39.0,12.0,12.0,23.0,2.0,3.0,13.0,29.0,
NCM1243,37.0,34.0,21.0,33.0,29.0,2.0,3.0,13.0,26.0,
SPH1244,35.0,31.0,24.0,39.0,23.0,2.0,3.0,13.0,26.0,
EAH1973,19.0,16.0,15.0,14.0,28.0,2.0,5.0,20.0,42.0,
FKH0864,42.0,40.0,23.0,36.0,22.0,2.0,5.0,19.0,33.0,
JAT1218,15.0,38.0,16.0,40.0,33.0,2.0,2.0,10.0,23.0,
MDS0680,47.0,27.0,25.0,36.0,36.0,2.0,1.0,6.0,1.0,
JLC0742,41.0,16.0,36.0,26.0,28.0,2.0,2.0,9.0,13.0,
EGM1222,25.0,18.0,43.0,36.0,34.0,2.0,2.0,10.0,24.0,
IDB0843,36.0,21.0,14.0,37.0,37.0,2.0,3.0,13.0,43.0,
YIN0342,19.0,23.0,22.0,19.0,32.0,2.0,2.0,10.0,20.0,
WZB0733,17.0,27.0,34.0,43.0,34.0,2.0,2.0,9.0,13.0,
WMS1274,44.0,19.0,17.0,15.0,32.0,2.0,5.0,19.0,34.0,
CEG1467,22.0,16.0,24.0,45.0,29.0,2.0,3.0,13.0,44.0,
SLF1195,43.0,24.0,43.0,17.0,30.0,2.0,2.0,9.0,16.0,
BDM1204,43.0,44.0,35.0,13.0,21.0,2.0,2.0,10.0,23.0,
ZEH0685,25.0,37.0,44.0,10.0,42.0,2.0,1.0,6.0,2.0,
MON0700,39.0,15.0,43.0,24.0,30.0,2.0,2.0,8.0,4.0,
AST0328,20.0,20.0,46.0,11.0,34.0,2.0,2.0,10.0,17.0,
AAC1489,24.0,13.0,42.0,24.0,38.0,2.0,5.0,19.0,35.0,
PJB0886,38.0,16.0,34.0,38.0,22.0,2.0,5.0,20.0,38.0,
CLL0306,21.0,38.0,25.0,35.0,28.0,2.0,2.0,9.0,11.0,
HPC1941,37.0,45.0,22.0,42.0,35.0,2.0,5.0,19.0,37.0,
FCG0693,28.0,40.0,47.0,37.0,29.0,2.0,2.0,8.0,4.0,
EJW1544,25.0,10.0,41.0,47.0,37.0,2.0,5.0,20.0,40.0,
AAL1327,22.0,18.0,47.0,13.0,23.0,2.0,5.0,20.0,39.0,
MGS1944,45.0,11.0,40.0,19.0,27.0,2.0,5.0,19.0,37.0,
CIM1232,20.0,17.0,34.0,16.0,29.0,2.0,2.0,10.0,24.0,
OTE0760,40.0,37.0,23.0,22.0,37.0,2.0,2.0,10.0,18.0,
KGD0416,37.0,40.0,18.0,28.0,37.0,2.0,5.0,19.0,33.0,
CNM0787,18.0,22.0,30.0,10.0,31.0,2.0,2.0,10.0,21.0,
LIB1125,26.0,37.0,16.0,37.0,37.0,2.0,1.0,6.0,3.0,
TRB1702,35.0,47.0,11.0,19.0,30.0,2.0,3.0,13.0,28.0,
LKB0734,35.0,40.0,18.0,38.0,32.0,2.0,2.0,9.0,13.0,
JRC0238,28.0,44.0,15.0,20.0,29.0,2.0,1.0,2.0,0.0,
STW0237,21.0,15.0,23.0,14.0,27.0,2.0,1.0,1.0,0.0,
STH0353,16.0,17.0,17.0,21.0,24.0,2.0,2.0,10.0,22.0,
ORR0813,13.0,39.0,42.0,41.0,28.0,2.0,2.0,10.0,22.0,
TKP1186,46.0,38.0,37.0,26.0,30.0,2.0,2.0,9.0,16.0,
CDD1124,40.0,44.0,25.0,20.0,31.0,2.0,1.0,6.0,3.0,
LFB0452,38.0,43.0,17.0,21.0,21.0,2.0,6.0,23.0,0.0,
RZB0358,20.0,21.0,35.0,22.0,26.0,2.0,3.0,13.0,0.0,
CEG1535,34.0,41.0,39.0,15.0,32.0,2.0,5.0,20.0,40.0,
VAH1292,14.0,23.0,40.0,25.0,31.0,2.0,5.0,19.0,34.0,
CWR0696,39.0,39.0,40.0,34.0,26.0,2.0,2.0,8.0,4.0,
MIB1265,35.0,20.0,21.0,21.0,33.0,2.0,3.0,13.0,26.0,
CAB1160,46.0,25.0,48.0,50.0,32.0,2.0,2.0,9.0,14.0,
MCT0695,23.0,15.0,10.0,40.0,24.0,2.0,2.0,8.0,4.0,
ALB1144,49.0,37.0,20.0,46.0,35.0,2.0,2.0,8.0,5.0,
TDF0785,33.0,23.0,43.0,27.0,22.0,2.0,2.0,10.0,21.0,
RYG0413,20.0,13.0,39.0,21.0,28.0,2.0,5.0,19.0,33.0,
JTF0313,20.0,47.0,23.0,33.0,22.0,2.0,2.0,9.0,12.0,
DQM0809,23.0,16.0,21.0,33.0,29.0,2.0,2.0,10.0,22.0,
REL1335,36.0,34.0,24.0,24.0,34.0,2.0,5.0,19.0,35.0,
JRB0759,44.0,43.0,23.0,33.0,27.0,2.0,2.0,10.0,18.0,
CKR1700,45.0,30.0,33.0,40.0,26.0,2.0,3.0,13.0,28.0,
PAM0867,50.0,14.0,41.0,28.0,34.0,2.0,5.0,19.0,33.0,
BBH1945,21.0,45.0,21.0,17.0,30.0,2.0,5.0,19.0,37.0,
KVC1487,39.0,34.0,27.0,13.0,34.0,2.0,5.0,19.0,35.0,
HDC0844,47.0,34.0,22.0,25.0,23.0,2.0,3.0,13.0,43.0,
IEP0746,49.0,37.0,18.0,35.0,20.0,2.0,2.0,10.0,17.0,
CBM1272,24.0,27.0,34.0,20.0,34.0,2.0,5.0,19.0,34.0,
ARD0790,17.0,10.0,23.0,18.0,30.0,2.0,2.0,10.0,21.0,
DDW0757,39.0,39.0,38.0,33.0,35.0,2.0,2.0,10.0,17.0,
MMR0390,34.0,36.0,23.0,35.0,38.0,2.0,3.0,14.0,0.0,
WLN0852,31.0,45.0,16.0,14.0,32.0,2.0,5.0,19.0,33.0,
HRE1950,25.0,47.0,50.0,25.0,26.0,2.0,5.0,19.0,37.0,
WIR1720,22.0,41.0,16.0,17.0,35.0,2.0,5.0,19.0,36.0,
DEC1939,36.0,34.0,27.0,35.0,25.0,2.0,5.0,19.0,37.0,
GMB0400,13.0,41.0,20.0,12.0,31.0,2.0,4.0,16.0,0.0,
OLM1747,22.0,36.0,37.0,20.0,27.0,2.0,5.0,20.0,41.0,
NMV0716,22.0,48.0,19.0,18.0,30.0,2.0,2.0,9.0,11.0,
DOL0765,44.0,31.0,18.0,33.0,30.0,2.0,2.0,10.0,18.0,
FDS1690,49.0,42.0,22.0,31.0,32.0,2.0,3.0,13.0,28.0,
JMV1450,18.0,40.0,30.0,30.0,32.0,2.0,2.0,8.0,6.0,
VMD0850,24.0,21.0,47.0,39.0,36.0,2.0,5.0,19.0,33.0,
VCB1325,44.0,39.0,21.0,21.0,30.0,2.0,5.0,20.0,39.0,
BDM0442,27.0,18.0,38.0,14.0,34.0,2.0,6.0,21.0,0.0,
LSC1951,18.0,46.0,14.0,37.0,34.0,2.0,5.0,19.0,37.0,
HBR1528,40.0,18.0,39.0,19.0,20.0,2.0,5.0,20.0,40.0,
KBB1294,13.0,25.0,24.0,20.0,27.0,2.0,5.0,19.0,34.0,
JDB1163,10.0,38.0,24.0,36.0,21.0,2.0,2.0,9.0,14.0,
GAF0250,38.0,42.0,21.0,42.0,17.0,2.0,1.0,2.0,0.0,
KJH0804,24.0,21.0,33.0,27.0,28.0,2.0,2.0,10.0,22.0,
RQB0884,47.0,39.0,39.0,21.0,29.0,2.0,5.0,20.0,38.0,
SLS1969,12.0,17.0,22.0,22.0,20.0,2.0,5.0,20.0,42.0,
SRR1521,46.0,36.0,39.0,31.0,23.0,2.0,5.0,20.0,40.0,
DAE1219,35.0,32.0,44.0,37.0,33.0,2.0,2.0,10.0,24.0,
GYP1321,43.0,42.0,43.0,43.0,40.0,2.0,5.0,20.0,39.0,
DBK0284,40.0,30.0,45.0,38.0,29.0,2.0,2.0,7.0,0.0,
APR1168,37.0,42.0,38.0,23.0,32.0,2.0,2.0,9.0,14.0,
SSS1129,27.0,20.0,15.0,45.0,32.0,2.0,1.0,6.0,3.0,
EGF1305,23.0,18.0,40.0,10.0,28.0,2.0,5.0,20.0,39.0,
CSB0327,30.0,40.0,19.0,20.0,36.0,2.0,2.0,10.0,17.0,
NBB1935,48.0,41.0,13.0,27.0,18.0,2.0,5.0,19.0,37.0,
MRH0407,45.0,21.0,37.0,17.0,31.0,2.0,5.0,19.0,0.0,
SMK1323,22.0,30.0,23.0,24.0,30.0,2.0,5.0,20.0,39.0,
TCP0380,43.0,39.0,37.0,21.0,27.0,2.0,3.0,13.0,43.0,
CPD1525,43.0,35.0,29.0,14.0,29.0,2.0,5.0,20.0,40.0,
AAC0904,31.0,30.0,36.0,18.0,28.0,2.0,2.0,10.0,23.0,
MPF0690,14.0,11.0,24.0,23.0,23.0,2.0,1.0,6.0,2.0,
EAM1308,40.0,25.0,20.0,16.0,33.0,2.0,5.0,20.0,39.0,
AOH0883,36.0,38.0,43.0,41.0,26.0,2.0,5.0,20.0,38.0,
SMN0397,41.0,18.0,41.0,21.0,35.0,2.0,4.0,15.0,0.0,
RAS1982,33.0,35.0,16.0,44.0,31.0,2.0,5.0,20.0,42.0,
DSC1741,15.0,40.0,36.0,20.0,32.0,2.0,5.0,20.0,41.0,
JRC1963,31.0,18.0,35.0,42.0,32.0,2.0,5.0,20.0,42.0,
MAM1293,21.0,17.0,41.0,43.0,22.0,2.0,5.0,19.0,34.0,
KES1207,36.0,36.0,23.0,29.0,38.0,2.0,2.0,10.0,23.0,
HNP1152,21.0,20.0,10.0,42.0,34.0,2.0,2.0,8.0,5.0,
AMB0745,23.0,16.0,25.0,39.0,33.0,2.0,2.0,10.0,17.0,
JUP1472,40.0,23.0,34.0,39.0,24.0,2.0,3.0,13.0,44.0,
EPJ0445,35.0,37.0,17.0,23.0,30.0,2.0,6.0,22.0,0.0,
BCC1259,50.0,37.0,40.0,24.0,19.0,2.0,3.0,13.0,26.0,
KQM1769,43.0,25.0,41.0,18.0,32.0,2.0,2.0,8.0,8.0,
RPJ1159,37.0,15.0,19.0,21.0,20.0,2.0,2.0,9.0,14.0,
RRG1253,21.0,35.0,44.0,32.0,34.0,2.0,3.0,13.0,26.0,
PRH0706,39.0,39.0,12.0,43.0,29.0,2.0,2.0,9.0,10.0,
QKB1893,37.0,25.0,41.0,10.0,28.0,2.0,3.0,13.0,29.0,
DJJ1480,36.0,38.0,41.0,49.0,27.0,2.0,3.0,13.0,44.0,
CIS1542,39.0,23.0,40.0,34.0,29.0,2.0,5.0,20.0,40.0,
SKE1251,17.0,23.0,22.0,36.0,25.0,2.0,3.0,13.0,26.0,
MCS0242,18.0,41.0,16.0,17.0,23.0,2.0,1.0,6.0,0.0,
XDG1256,48.0,24.0,25.0,34.0,25.0,2.0,3.0,13.0,26.0,
DCV1185,24.0,16.0,10.0,40.0,28.0,2.0,2.0,9.0,16.0,
ARF0719,43.0,35.0,15.0,33.0,25.0,2.0,2.0,9.0,11.0,
IRN1736,25.0,40.0,12.0,30.0,29.0,2.0,5.0,20.0,41.0,
BAG0315,41.0,42.0,47.0,17.0,33.0,2.0,2.0,9.0,13.0,
JTS0903,30.0,39.0,34.0,12.0,29.0,2.0,2.0,9.0,16.0,
KOL1923,47.0,34.0,18.0,13.0,20.0,2.0,5.0,19.0,37.0,
AGH1971,49.0,44.0,38.0,45.0,33.0,2.0,5.0,20.0,42.0,
CHP1711,43.0,25.0,37.0,14.0,28.0,2.0,5.0,19.0,36.0,
CAD0866,46.0,40.0,10.0,26.0,28.0,2.0,5.0,19.0,33.0,
LPL0420,45.0,13.0,22.0,44.0,28.0,2.0,5.0,19.0,33.0,
MNM1948,19.0,24.0,19.0,25.0,25.0,2.0,5.0,19.0,37.0,
MJR0711,46.0,46.0,41.0,40.0,23.0,2.0,2.0,9.0,11.0,
WCN0261,40.0,41.0,22.0,12.0,31.0,2.0,1.0,6.0,1.0,
IRH1224,41.0,15.0,23.0,21.0,31.0,2.0,2.0,10.0,24.0,
KRM1306,16.0,33.0,20.0,15.0,35.0,2.0,5.0,20.0,39.0,
SKN1688,18.0,18.0,18.0,20.0,31.0,2.0,3.0,13.0,28.0,
GDD1687,43.0,39.0,24.0,34.0,29.0,2.0,3.0,13.0,28.0,
RJS1979,37.0,45.0,40.0,48.0,29.0,2.0,5.0,20.0,42.0,
LCS1760,43.0,34.0,44.0,27.0,35.0,2.0,5.0,20.0,41.0,
ABL1229,40.0,33.0,37.0,37.0,29.0,2.0,2.0,10.0,24.0,
ZDH1266,41.0,44.0,35.0,43.0,29.0,2.0,3.0,13.0,26.0,
HYV0848,37.0,37.0,24.0,38.0,31.0,2.0,3.0,13.0,43.0,
USM0703,21.0,12.0,34.0,21.0,25.0,2.0,2.0,9.0,10.0,
QSG1150,41.0,36.0,19.0,14.0,29.0,2.0,2.0,8.0,5.0,
IMR0323,17.0,43.0,15.0,50.0,28.0,2.0,2.0,10.0,21.0,
ZRF1980,43.0,41.0,26.0,16.0,30.0,2.0,5.0,20.0,42.0,
HGS0888,49.0,32.0,20.0,20.0,29.0,2.0,5.0,20.0,38.0,
BSY1451,45.0,35.0,24.0,50.0,28.0,2.0,2.0,8.0,6.0,
ARM0333,34.0,16.0,39.0,22.0,32.0,2.0,2.0,10.0,18.0,
HCM1717,41.0,42.0,16.0,13.0,30.0,2.0,5.0,19.0,36.0,
HEB1313,41.0,39.0,41.0,38.0,26.0,2.0,5.0,20.0,39.0,
SRC1468,32.0,46.0,22.0,11.0,24.0,2.0,3.0,13.0,44.0,
ZVW1475,38.0,35.0,18.0,24.0,37.0,2.0,3.0,13.0,44.0,
GCD0863,27.0,19.0,21.0,40.0,31.0,2.0,5.0,19.0,33.0,
JIB1258,34.0,43.0,27.0,21.0,27.0,2.0,3.0,13.0,26.0,
SBP1176,39.0,17.0,20.0,37.0,34.0,2.0,2.0,9.0,15.0,
DQR1670,30.0,46.0,21.0,22.0,27.0,2.0,2.0,8.0,7.0,
HDL1230,14.0,36.0,40.0,31.0,22.0,2.0,2.0,10.0,24.0,
RHB1193,33.0,18.0,22.0,19.0,28.0,2.0,2.0,9.0,16.0,
HBS1299,34.0,38.0,26.0,18.0,30.0,2.0,5.0,20.0,39.0,
BHB0717,33.0,43.0,42.0,35.0,31.0,2.0,2.0,9.0,11.0,
UNN0707,36.0,24.0,22.0,40.0,48.0,2.0,2.0,9.0,10.0,
KBC1680,31.0,37.0,37.0,18.0,27.0,2.0,3.0,13.0,28.0,
BDM1457,23.0,39.0,34.0,16.0,36.0,2.0,3.0,13.0,44.0,
IEH0412,36.0,17.0,23.0,17.0,30.0,2.0,5.0,19.0,0.0,
KMM1703,18.0,40.0,36.0,45.0,26.0,2.0,3.0,13.0,28.0,
HAL1933,33.0,31.0,35.0,25.0,33.0,2.0,5.0,19.0,37.0,
WDT1754,40.0,42.0,19.0,10.0,24.0,2.0,5.0,20.0,41.0,
TFW1681,34.0,36.0,31.0,18.0,27.0,2.0,3.0,13.0,28.0,
MAG0780,48.0,43.0,44.0,42.0,28.0,2.0,2.0,10.0,20.0,
ARV1884,18.0,18.0,30.0,24.0,21.0,2.0,2.0,8.0,8.0,
ZUR1449,31.0,42.0,12.0,36.0,17.0,2.0,2.0,8.0,6.0,
MAF0293,46.0,39.0,31.0,43.0,20.0,2.0,2.0,8.0,4.0,
DOH1483,16.0,29.0,35.0,33.0,36.0,2.0,3.0,13.0,44.0,
EOG0433,39.0,10.0,37.0,22.0,31.0,2.0,5.0,20.0,38.0,
XAO1684,20.0,45.0,41.0,30.0,28.0,2.0,3.0,13.0,28.0,
HKW1530,46.0,35.0,21.0,26.0,21.0,2.0,5.0,20.0,40.0,
IAR0301,38.0,50.0,18.0,39.0,25.0,2.0,2.0,9.0,10.0,
AWD1976,41.0,35.0,25.0,19.0,25.0,2.0,5.0,20.0,42.0,
VSB1317,43.0,44.0,40.0,18.0,28.0,2.0,5.0,20.0,39.0,
JSO1500,42.0,39.0,24.0,47.0,32.0,2.0,5.0,19.0,35.0,
HQG0905,30.0,44.0,22.0,32.0,33.0,2.0,2.0,10.0,24.0,
HHM1746,19.0,39.0,39.0,21.0,30.0,2.0,5.0,20.0,41.0,
ZAR0235,40.0,25.0,30.0,45.0,23.0,2.0,6.0,0.0,0.0,
JLC0796,30.0,14.0,16.0,42.0,24.0,2.0,2.0,10.0,21.0,
HLL1488,32.0,40.0,20.0,25.0,30.0,2.0,5.0,19.0,35.0,
TBE1972,26.0,25.0,17.0,46.0,21.0,2.0,5.0,20.0,42.0,
TSH1734,34.0,37.0,21.0,22.0,22.0,2.0,5.0,19.0,36.0,
WAH0793,21.0,18.0,47.0,33.0,27.0,2.0,2.0,10.0,21.0,
NBL1190,40.0,37.0,44.0,22.0,23.0,2.0,2.0,9.0,16.0,
SMW1764,36.0,15.0,19.0,22.0,33.0,2.0,5.0,20.0,41.0,
OSS1463,34.0,21.0,39.0,32.0,26.0,2.0,3.0,13.0,44.0,
AFC0792,38.0,49.0,36.0,11.0,33.0,2.0,2.0,10.0,21.0,
RNC1295,40.0,48.0,40.0,40.0,28.0,2.0,5.0,19.0,34.0,
AHN0681,43.0,25.0,24.0,21.0,43.0,2.0,1.0,6.0,2.0,
RDW1710,18.0,26.0,49.0,15.0,31.0,2.0,5.0,19.0,36.0,
PHP0436,49.0,42.0,22.0,18.0,31.0,2.0,6.0,0.0,0.0,
JCK0692,38.0,19.0,42.0,43.0,29.0,2.0,2.0,8.0,4.0,
EIW0714,26.0,42.0,15.0,24.0,29.0,2.0,2.0,9.0,11.0,
DAD0331,34.0,34.0,19.0,31.0,36.0,2.0,2.0,10.0,18.0,
DAL0795,33.0,42.0,17.0,37.0,23.0,2.0,2.0,10.0,21.0,
LTB0308,38.0,50.0,42.0,31.0,27.0,2.0,2.0,9.0,11.0,
PPB1181,36.0,12.0,18.0,37.0,28.0,2.0,2.0,9.0,15.0,
JJP0798,43.0,40.0,31.0,26.0,38.0,2.0,2.0,10.0,21.0,
AQC0371,42.0,18.0,38.0,42.0,25.0,2.0,3.0,13.0,0.0,
JLD1666,46.0,42.0,41.0,36.0,35.0,2.0,2.0,8.0,7.0,
FJP1692,38.0,23.0,36.0,30.0,17.0,2.0,3.0,13.0,28.0,
IJM1276,23.0,45.0,29.0,21.0,28.0,2.0,5.0,19.0,34.0,
TSB1546,40.0,32.0,21.0,26.0,33.0,2.0,5.0,20.0,40.0,
GPS0321,39.0,47.0,45.0,12.0,24.0,2.0,2.0,10.0,19.0,
SSS1683,10.0,27.0,42.0,30.0,38.0,2.0,3.0,13.0,28.0,
KZM0362,43.0,38.0,35.0,42.0,25.0,2.0,3.0,11.0,0.0,
WLN1730,14.0,19.0,37.0,15.0,31.0,2.0,5.0,19.0,36.0,
DEB0727,43.0,41.0,35.0,18.0,20.0,2.0,2.0,9.0,12.0,
HRC0776,27.0,38.0,21.0,20.0,27.0,2.0,2.0,10.0,19.0,
MAW1974,36.0,46.0,38.0,12.0,33.0,2.0,5.0,20.0,42.0,
RHD1155,31.0,46.0,43.0,22.0,26.0,2.0,2.0,9.0,14.0,
EJO0236,45.0,15.0,50.0,46.0,33.0,2.0,1.0,0.0,0.0,
CKB0245,39.0,21.0,30.0,12.0,19.0,2.0,1.0,1.0,0.0,
TKH1718,45.0,38.0,49.0,22.0,19.0,2.0,5.0,19.0,36.0,
SBN1279,21.0,41.0,22.0,42.0,36.0,2.0,5.0,19.0,34.0,
RDT0361,23.0,16.0,50.0,22.0,29.0,2.0,3.0,11.0,0.0,
HBS0392,15.0,46.0,22.0,42.0,28.0,2.0,4.0,0.0,0.0,
DNF0876,38.0,38.0,38.0,18.0,30.0,2.0,5.0,20.0,38.0,
