['1 - Executive': '2 - ResearchAndEngineering': '3 - SoftwareManagement': '2 - DesktopSoftware'],AHH0085,AKP0503,ANR0502,CLL0494,FAM0495,GWG0497,HST0084,ICW0083,MAB0500,MMM0082,RMT0496,SKC0074,TAK0501,UTM0493,XRS0498,ZAC0499,
['1 - Executive': '2 - ResearchAndEngineering': '3 - SoftwareManagement': '3 - EmbeddedSoftware'],ALH0506,BWC0509,CBP0507,CJH0504,DAH0512,ISS0508,JFC0075,KIB0089,KKS0087,MCW0505,NRH0510,RAT0514,RAV0088,RFS0513,RJG0511,WPL0086,
['1 - Executive': '2 - ResearchAndEngineering': '3 - SoftwareManagement': '4 - WebSoftware'],ATD0517,CCB0076,CLG0516,CMV0524,CYG0522,ERR0525,EXB0090,FDS0523,INC0091,LCR0521,MAE0515,MDC0520,MVM0092,OWC0518,SYB0093,TAB0519,
['1 - Executive': '2 - ResearchAndEngineering': '3 - SoftwareManagement': '5 - DesktopSoftware'],AAW0952,ACC0950,AJM0956,CHL0953,DLB0955,DPK0954,HJW0947,HRG0957,JPK0945,KIF0951,MTS0958,RRC0891,SEO0946,UEH0944,YBH0948,YYH0949,
['1 - Executive': '2 - ResearchAndEngineering': '3 - SoftwareManagement': '6 - EmbeddedSoftware'],AAM0972,AAW0969,AEG0962,CKD0967,CRM0963,DTB0964,EZG0968,GPS0970,GWH0961,HUM0973,JYC0959,MES0966,MTD0971,NWH0960,PRL0965,TRP0892,
['1 - Executive': '2 - ResearchAndEngineering': '3 - SoftwareManagement': '7 - WebSoftware'],BDH0981,BNN0975,CRD0987,EPB0893,HBH0988,HRC0977,HRT0984,HXP0976,LSJ0979,MHH0980,OAP0978,SEC0985,VPA0974,YHO0982,YVJ0986,ZCB0983,
['1 - Executive': '2 - ResearchAndEngineering': '4 - Engineering': ''],EJV0094,GDC0055,
['1 - Executive': '2 - ResearchAndEngineering': '4 - Engineering': '1 - Publications'],ARD0538,BPA0095,DSB0530,ERB0104,FAR0102,HAE0105,HGG0535,HWS0101,ICM0537,JMA0540,JOB0532,JPW0533,KMH0529,LTH0528,MGM0539,MJK0527,MMO0531,NMK0536,UAB0534,WRH0526,YNO0103,
['1 - Executive': '2 - ResearchAndEngineering': '4 - Engineering': '2 - MechanicalEngineering'],BDP0096,BKL0545,CAF0109,CZY0110,EAP0107,IPF0550,JAG0106,JCB0544,KAG0547,LRF0549,RDB0546,SDL0541,TBP0548,UMB0108,ZEP0543,ZKP0542,
['1 - Executive': '2 - ResearchAndEngineering': '4 - Engineering': '3 - ElectricalEngineering'],AEM0113,BLW0552,CCW0097,CDG0551,CLG0114,EBW0553,GFS0555,HBH0111,HFF0560,JLC0558,KLR0112,MAM0557,MMB0556,NKD0115,QGB0554,TCF0559,
['1 - Executive': '2 - ResearchAndEngineering': '4 - Engineering': '4 - MaterialsEngineering'],DKS0563,GCB0118,IHC0561,ISK0116,KRC0098,MHK0565,MSK0117,PBS0120,QKB0562,RTH0564,YCC0119,
['1 - Executive': '2 - ResearchAndEngineering': '4 - Engineering': '5 - SystemsEngineering'],ARP0574,CCC0569,JCM0580,JVH0571,KAG0566,KBP0124,KBR0575,KCL0099,KLG0576,KPM0579,LBL0578,LRB0568,MDR0572,MUW0570,PAA0121,PCB0567,RBD0122,RPM0125,TIH0573,WLP0123,YDH0577,
['1 - Executive': '2 - ResearchAndEngineering': '4 - Engineering': '6 - TestAndEvalualtion'],ACS0589,AGC0592,AHD0590,AKS0586,BBM0588,BRM0126,CAH0595,CMD0127,DES0591,JCF0594,JEH0587,JXN0581,KNM0100,LAS0129,LHL0130,MCB0582,MGH0593,OHR0583,PRL0585,RCG0584,RDC0128,
['1 - Executive': '2 - ResearchAndEngineering': '4 - Engineering': '7 - SystemsEngineering'],AHN0998,CAS0997,CSB0990,DBB1004,DCB1000,DDK0995,DZO0999,HTH1001,JCV0994,JRH0993,KDC0996,KEG1006,KPM1002,KSS1005,MMC1008,NMP1003,RWR0991,TLB0894,TUJ1007,VCM0992,ZHP0989,
['1 - Executive': '2 - ResearchAndEngineering': '4 - Engineering': '8 - TestAndEvalualtion'],ACH1011,ADC1014,ADH1016,CAM1025,DJH0895,EBP1022,ESH1028,FMH1018,GNG1026,GPO1020,GTN1021,HOD1010,JDW1019,LJH1027,LRF1009,NOB1015,OFB1017,SJP1023,SKB1024,TJB1012,WCW1013,
['1 - Executive': '3 - Manufacturing': '': ''],IBR0131,OTB0008,
['1 - Executive': '3 - Manufacturing': '1 - IndustrialEngineering': ''],AUH0138,DJC0137,IKS0136,MDN0132,
['1 - Executive': '3 - Manufacturing': '2 - ManufacturingEngineering': ''],CCT0142,CJL0143,DAR0139,DOT0144,IMC0133,MLC0141,RTB0140,
['1 - Executive': '3 - Manufacturing': '3 - Assembly': ''],FAH0134,MBM0145,
['1 - Executive': '3 - Manufacturing': '3 - Assembly': '1 - Stockroom'],ACG0152,ADH0153,ALC0604,ASR0150,BBW0151,BJH0601,BKG0597,CAH0149,FIM0605,HMW0602,IJM0603,JUL0610,MKG0606,RAH0609,RKG0607,SDT0600,SGN0146,UCD0608,WYG0599,ZAH0598,ZHR0596,
['1 - Executive': '3 - Manufacturing': '3 - Assembly': '2 - AssemblyDept'],ADG0619,ARB0626,BTN0147,CAM0158,CCM0612,CKP0630,CRW0627,CWM0618,DKG0161,ECW0160,EWA0156,GRK0623,GTC0614,ITA0159,JBL0615,JMM0613,JTB0163,JYS0621,MCH0620,MCP0611,MLL0162,MRW0625,NFS0617,OKC0155,PSS0157,RIK0629,SAM0628,TJP0616,VVG0624,XAB0622,ZOC0154,
['1 - Executive': '3 - Manufacturing': '3 - Assembly': '3 - Stockroom'],AIH0814,ANT0148,BSO0826,CKE0373,CMB0824,CMC0816,DML0822,EBB0827,IAC0825,JGW0820,KAD0817,KBC0818,KEE0823,KMR0377,LCW0821,LJM0375,PAH0819,PMC0815,SAA0374,WBP0828,XAM0376,
['1 - Executive': '3 - Manufacturing': '3 - Assembly': '4 - AssemblyDept'],AAC1033,ACR1045,AEF1032,AHC1044,CGF1056,DRH1041,EYM0896,GLC1055,GMM1037,HDM1040,HMM1058,IAG1051,JOR1039,KDB1036,KFS1029,KGM1031,KRA1047,MCV1046,MLW1038,MME1034,OIP1053,PLF1030,PLL1043,QSM1042,RSB1054,SSS1057,TLW1050,TNH1048,TPO1049,XJB1052,ZAD1035,
['1 - Executive': '3 - Manufacturing': '3 - Assembly': '5 - AssemblyDept'],AES1373,AME1364,ARP1356,BAT1359,BBR1381,DMN1365,ELT1370,GTP1369,HJW1371,ICB1354,IRP1353,JAD1379,JBG1375,JRW1374,KDG1330,KSC1352,LRW1357,LTS1378,LUH1376,LXM1361,MCC1372,MCW1367,MHP1377,NAH1366,NNB1355,QJS1362,QSS1380,RIP1368,SFG1360,WSE1363,XJS1358,
['1 - Executive': '3 - Manufacturing': '3 - Assembly': '6 - AssemblyDept'],ANH1583,BCC1597,BHA1577,BIS1598,CBD1574,CDB1594,CIW1591,DAC1548,DPR1589,ERM1590,EVF1595,FWT1586,HMH1596,HSG1585,HWR1573,IGG1571,JHR1580,JIG1593,JNR1592,JVH1575,LIJ1581,LJP1584,LSB1588,MTP1582,NUW1599,PAP1570,RLM1578,SRP1576,UCM1572,WOM1587,XMG1579,
['1 - Executive': '3 - Manufacturing': '3 - Assembly': '7 - AssemblyDept'],AAR1793,ACJ1797,BNT1804,BZC1806,CTH1812,CTM1817,DNT1801,DXB1791,EAL1813,FES1814,FGW1794,GFM1815,ICH1810,ILJ1816,JAH1802,JHM1805,JKB1811,JKM1790,KBB1803,KCB1799,KCJ1788,KLW1789,LJM1807,LKC1796,MSM1800,OHC1798,PDB1766,PFM1795,SWB1809,TCW1808,TTR1792,
['1 - Executive': '3 - Manufacturing': '3 - Assembly': '8 - AssemblyDept'],WPC1984,
['1 - Executive': '3 - Manufacturing': '4 - QualityControl': ''],HGG0166,LMM0167,RUM0165,STH0135,ZKH0164,
['1 - Executive': '4 - Finance': '': ''],HBP0009,XKR0168,
['1 - Executive': '4 - Finance': '1 - Accounting': ''],GSB0173,IKW0174,KAM0169,KRS0172,
['1 - Executive': '4 - Finance': '2 - Payroll': ''],AFN0176,BWM0175,JDS0177,TJG0170,
['1 - Executive': '4 - Finance': '3 - FinancialPlanning': ''],ASO0180,KGL0178,LLW0179,YJB0171,
['1 - Executive': '5 - SalesAndMarketing': '': ''],FRM0010,OAB0181,
['1 - Executive': '5 - SalesAndMarketing': '1 - MarketAnalysis': ''],ALN0182,CBK0185,SCB0187,TMR0186,
['1 - Executive': '5 - SalesAndMarketing': '2 - Sales': ''],CBG0183,SSA0188,
['1 - Executive': '5 - SalesAndMarketing': '2 - Sales': '1 - RegionalSales'],AJH0191,BGC0649,BKF0632,BMC0650,BYS0199,CDL0189,CGS0647,CPC0190,CRB0648,CTT0639,DCS0636,DJA0192,DKG0637,DZA0195,EAG0633,EMM0641,GCD0194,HNJ0638,KAM0645,KAW0642,KEW0198,LDF0644,MGC0646,MML0631,MQS0196,RAS0197,RJM0634,SIG0640,SJA0635,SLL0193,TLS0643,
['1 - Executive': '5 - SalesAndMarketing': '2 - Sales': '2 - RegionalSales'],ACB1087,AEC1085,ATD1067,ATS1073,BAS1078,BMG1070,BRM1080,BTD1059,CAC1083,CAS1068,CJG0897,DDM1065,DSH1074,GNV1082,HBP1076,ICP1063,INW1064,IYF1060,JXH1061,LRW1079,MAR1075,MOB1071,MZO1066,NMF1088,SEL1062,SQC1072,TDC1086,TFS1081,THB1069,UMT1084,WBK1077,
['1 - Executive': '5 - SalesAndMarketing': '2 - Sales': '3 - RegionalSales'],AGW1389,AJS1408,BTR1410,CCM1401,CCR1396,CEM1385,CLS1331,DWR1387,GJM1409,GMR1399,HDH1384,HIS1394,HNJ1407,HPC1404,IVS1411,JGB1393,JRE1402,KBC1390,KOG1386,LSM1382,MAW1397,MFM1400,NKN1405,NRH1383,NZL1395,RDS1398,RJW1406,RWJ1403,SLC1391,SWC1392,TFW1388,
['1 - Executive': '5 - SalesAndMarketing': '2 - Sales': '4 - RegionalSales'],AJD1612,AMG1628,CBC1607,DJP1603,DPC1618,ENB1617,FMG1549,GGM1604,GGM1629,GUT1619,HHD1606,ILR1613,IYH1611,KCG1615,LJV1620,LVF1626,MAF1623,MJF1600,MLM1614,NGB1625,NIV1608,NWP1609,QJH1605,RBC1624,RGA1622,TAG1610,TNB1616,VCF1602,XJP1627,ZAD1621,ZJT1601,
['1 - Executive': '5 - SalesAndMarketing': '2 - Sales': '5 - RegionalSales'],ACH1831,ACH1840,BGF1845,BYO1846,CBW1826,CCB1836,DEB1767,ESM1828,FDS1841,GFV1837,GRB1842,HDA1824,HMC1847,JBP1832,JKB1843,MPK1844,MUP1819,NJV1818,NRR1835,NZH1839,ONB1833,RMB1821,RMV1820,RSS1825,TRC1838,WAS1823,WCR1830,WLH1827,WOS1834,XKB1829,YDM1822,
['1 - Executive': '5 - SalesAndMarketing': '3 - FieldService': ''],ITV0200,MXM0184,
['1 - Executive': '5 - SalesAndMarketing': '3 - FieldService': '1 - RegionalFieldService'],AKS0662,ALB0668,ASB0658,BKB0669,BZF0651,CAV0656,CES0201,CKL0652,DHS0204,FAM0211,FGA0659,GAD0664,HMK0653,IGN0206,JDM0208,JIT0654,JQC0210,KEO0202,KHG0205,MAD0207,MHM0660,MIB0203,NCB0657,NJP0665,RBH0661,RLP0666,SCH0670,SVB0209,TJO0663,TRW0667,TSJ0655,
['1 - Executive': '5 - SalesAndMarketing': '3 - FieldService': '2 - RegionalFieldService'],AEO1116,AJR1103,ANH1110,BAS1097,BDB1111,CIM1095,CML1114,DDS1090,DYN1105,FCW1100,HND1098,HSF1115,HSH1102,JDR1106,KCR1118,KMK1096,MGT0898,MKR1094,NHH1099,NLC1113,OKM1092,PGY1112,PMM1117,SFS1109,SWM1101,TBF1107,TRB1093,UAM1108,WSW1091,YMF1089,ZHB1104,
['1 - Executive': '5 - SalesAndMarketing': '3 - FieldService': '3 - RegionalFieldService'],ACE1431,AZW1420,BCL1423,BTV1433,CAG1416,CIF1430,CLC1425,CLD1435,DAD1438,ECD1434,GRR1428,ILM1441,IRP1440,JAW1429,JEC1427,KAJ1413,KCH1437,KVP1424,LLP1436,MCS1414,MDK1412,MKW1422,MYB1332,OFA1415,PTM1432,RSM1426,SJG1417,SLC1419,SZN1421,YEG1439,ZLM1418,
['1 - Executive': '5 - SalesAndMarketing': '3 - FieldService': '4 - RegionalFieldService'],AFW1639,BAR1640,CBH1635,DAC1641,DCR1648,DDR1649,DZM1550,EBD1636,GCC1659,GEK1638,GKM1647,HJL1631,HMS1658,ILH1650,JBL1657,JBR1651,JHP1654,KST1643,KZB1630,MHM1645,MJF1646,MMM1655,NJD1644,NRM1656,ONG1642,PIR1632,SWM1653,UIS1637,WAF1652,WDT1634,ZIN1633,
['1 - Executive': '5 - SalesAndMarketing': '3 - FieldService': '5 - RegionalFieldService'],ACC1855,ALM1768,BAB1874,BHP1872,BJG1852,CBS1856,DDR1876,DMW1849,DZH1867,ENM1861,EUN1870,FAD1863,GAF1862,HLG1851,INK1859,IRC1877,ISD1866,KAH1868,KHS1850,LCB1869,LPS1875,NEP1848,NKF1871,OJP1860,RCL1864,SDH1854,SLC1865,SPB1853,SVF1858,VCG1873,WSK1857,
['1 - Executive': '6 - PurchasingAndContracts': '': ''],MEC0212,NJB0011,
['1 - Executive': '6 - PurchasingAndContracts': '1 - Purchasing': ''],ACB0220,CKP0213,CPW0219,CRC0217,MSC0216,SNC0218,
['1 - Executive': '6 - PurchasingAndContracts': '2 - Pricing': ''],AKM0214,BDR0223,DMJ0222,MEM0221,
['1 - Executive': '6 - PurchasingAndContracts': '3 - Contracts': ''],LAD0226,LJM0215,MCB0227,MWB0225,SJG0228,TRS0224,
['2 - Executive': '': '': ''],GMF0229,JDR0004,
['2 - Executive': '1 - Adminstration': '': ''],EJO0236,LKM0230,
['2 - Executive': '1 - Adminstration': '1 - Personnel': ''],CKB0245,NHD0247,OAJ0244,STW0237,XBK0246,YMJ0243,
['2 - Executive': '1 - Adminstration': '2 - EmployeeRelations': ''],GAF0250,HFC0248,IDC0249,JRC0238,
['2 - Executive': '1 - Adminstration': '3 - Training': ''],HTR0239,NBP0252,RAB0251,
['2 - Executive': '1 - Adminstration': '4 - Safety': ''],DJH0253,KJN0240,PJC0254,
['2 - Executive': '1 - Adminstration': '5 - Medical': ''],EJB0241,JDG0255,LAS0256,
['2 - Executive': '1 - Adminstration': '6 - Security': ''],MCS0242,PRF0257,
['2 - Executive': '1 - Adminstration': '6 - Security': '1 - BuildingSecurity'],AWW0676,CGV0671,DLH0679,HSN0675,IKW0678,JNB0673,JRS0674,MDS0680,MKH0260,NFH0677,QCM0672,RAA0263,TCH0264,TSG0262,VCC0258,WCN0261,
['2 - Executive': '1 - Adminstration': '6 - Security': '2 - ElectronicSecurity'],AHN0681,AMC0265,AML0268,BDM0274,CDO0684,CRD0272,EMR0269,HBW0683,HJM0688,HLH0682,JJC0259,MPF0690,MYB0686,NRS0270,PCK0271,PTD0273,QAP0266,TAW0689,VRP0267,WFV0687,ZEH0685,
['2 - Executive': '1 - Adminstration': '6 - Security': '3 - ElectronicSecurity'],AAG1136,ACA1126,AVP1137,CBD1128,CDD1124,CRC1132,CWW1120,DCC1119,DNW0899,ELM1123,FAJ1122,JBI1134,JUW1135,KJG1121,LIB1125,LJF1138,OCW1127,RSM1133,SMW1131,SSN1130,SSS1129,
['2 - Executive': '2 - ResearchAndEngineering': '': ''],BCL0231,JMP0275,
['2 - Executive': '2 - ResearchAndEngineering': '1 - ProjectManagement': ''],CHN0282,DBK0284,JAW0280,NEG0281,SLZ0276,TBA0283,
['2 - Executive': '2 - ResearchAndEngineering': '2 - Research': ''],DZO0285,JKB0287,KHW0289,PEM0277,TTD0288,
['2 - Executive': '2 - ResearchAndEngineering': '2 - Research': '1 - Lab'],BLK0698,CAB0290,CWR0696,EDC0697,FCG0693,FRS0694,HCV0286,IKB0691,JCK0692,MAF0293,MCT0695,MDL0294,MON0700,TMM0292,WTC0699,ZBC0291,
['2 - Executive': '2 - ResearchAndEngineering': '2 - Research': '2 - Lab'],ALB1144,APD1148,BNE1140,FCB1141,GCE1147,GIC1151,HCP0900,HNP1152,KVF1143,LJC1146,MBW1149,MCB1145,QSG1150,RWP1153,RXH1139,SOP1142,
['2 - Executive': '2 - ResearchAndEngineering': '2 - Research': '3 - Lab'],BGH1443,BRM1454,BSY1451,CEG1442,CKR1446,CLJ1447,EJG1445,HJB1444,HMI1448,JBB1333,JMV1450,MBG1455,RAB1453,SCW1456,ZUR1449,ZXR1452,
['2 - Executive': '2 - ResearchAndEngineering': '2 - Research': '4 - Lab'],AWB1661,BTG1551,DQR1670,DXF1662,GWO1660,JLD1666,JOE1672,KJW1664,MES1674,NAB1673,NTG1667,SSM1663,TAL1665,TRA1671,URB1668,WHG1669,
['2 - Executive': '2 - ResearchAndEngineering': '2 - Research': '5 - Lab'],ABC1881,AMC1883,AMH1887,ARV1884,CAB1886,CEB1879,ERV1880,GLC1878,ICB1890,JBC1885,KQM1769,LJL1891,MOW1888,OJF1882,PTH1889,SKF1892,
['2 - Executive': '2 - ResearchAndEngineering': '2 - Research': '6 - Lab'],OCD1985,
['2 - Executive': '2 - ResearchAndEngineering': '3 - SoftwareManagement': ''],GSV0295,HRE0297,PKS0278,
['2 - Executive': '2 - ResearchAndEngineering': '3 - SoftwareManagement': '1 - SQA'],ANS0705,BTD0296,HAD0702,IAR0301,IEL0302,KSW0708,LHA0303,NKH0704,NTB0710,NTM0305,PRH0706,PWF0709,UNN0707,USM0703,WEC0304,WWW0701,
['2 - Executive': '2 - ResearchAndEngineering': '3 - SoftwareManagement': '2 - DesktopSoftware'],ARF0719,ASH0298,ATO0307,AWW0718,BHB0717,CGS0309,CLL0306,CVS0720,DAD0713,DCD0715,EIW0714,JAC0721,LTB0308,MBM0712,MJR0711,NMV0716,
['2 - Executive': '2 - ResearchAndEngineering': '3 - SoftwareManagement': '3 - EmbeddedSoftware'],AJH0724,AXS0729,BRG0728,DEB0727,DHP0732,DTB0722,EAP0312,JTF0313,PHY0730,QJF0725,RCD0299,SSG0726,TCC0311,UMB0310,VAC0731,XDM0723,
['2 - Executive': '2 - ResearchAndEngineering': '3 - SoftwareManagement': '4 - WebSoftware'],BAG0315,CKH0316,DNJ0740,DRN0735,GHM0736,GIB0314,HDW0743,ISW0738,JLC0742,KHT0739,LKB0734,LNS0317,MTH0737,TAH0300,WZB0733,ZIE0741,
['2 - Executive': '2 - ResearchAndEngineering': '3 - SoftwareManagement': '5 - DesktopSoftware'],ADR1156,AGB0901,APR1168,BDP1162,CAB1160,CSW1165,DHR1157,HRR1154,JDB1163,JJA1164,JJF1167,NCU1166,ODG1158,RHD1155,RPJ1159,SBL1161,
['2 - Executive': '2 - ResearchAndEngineering': '3 - SoftwareManagement': '6 - EmbeddedSoftware'],ACD1174,AVG1169,BKA1178,BOS1170,CQR1172,EKS1182,ELC1173,EMB0902,GIA1171,HBF1179,MAC1175,MBH1177,PDH1180,PPB1181,SBP1176,TCA1183,
['2 - Executive': '2 - ResearchAndEngineering': '3 - SoftwareManagement': '7 - WebSoftware'],BBC1191,CAB1189,CJE1192,DCV1185,DMD1197,EPG1196,ESP1198,JTS0903,NBL1190,NJS1194,PKS1187,RHB1193,SLF1195,SRM1184,TKP1186,YLR1188,
['2 - Executive': '2 - ResearchAndEngineering': '4 - Engineering': ''],OWS0279,SDF0318,
['2 - Executive': '2 - ResearchAndEngineering': '4 - Engineering': '1 - Publications'],AKR0756,AMB0745,AST0328,BCR0747,BWW0751,CSB0327,CTB0744,DDW0757,EBA0758,GFS0750,GRB0748,IEP0746,JAM0752,JDC0326,NKG0319,PXS0749,RMP0754,SKL0325,TDK0753,UJC0329,ZWS0755,
['2 - Executive': '2 - ResearchAndEngineering': '4 - Engineering': '2 - MechanicalEngineering'],AKD0332,ALW0764,ARM0333,BAS0763,DAD0331,DIM0330,DLM0334,DOL0765,HTS0762,IRM0766,JRB0759,KCF0767,LHP0320,MWC0761,NHR0768,OTE0760,
['2 - Executive': '2 - ResearchAndEngineering': '4 - Engineering': '3 - ElectricalEngineering'],AIE0773,CCP0774,CCR0338,CDG0770,CFJ0335,DJC0337,DOS0777,EAC0769,GPS0321,HRC0776,JVM0772,PRG0336,RHM0775,SCI0778,TCC0771,WBB0339,
['2 - Executive': '2 - ResearchAndEngineering': '4 - Engineering': '4 - MaterialsEngineering'],BMR0343,DMP0344,EHM0340,HJO0779,IIM0781,MAG0780,MAS0783,NMP0782,OFM0341,UMB0322,YIN0342,
['2 - Executive': '2 - ResearchAndEngineering': '4 - Engineering': '5 - SystemsEngineering'],AFC0792,ARD0790,BGK0345,CNM0787,DAL0795,DLW0349,GBM0346,HBD0788,HDL0789,IMR0323,JAR0794,JCB0791,JJP0798,JLC0796,JTK0784,KJA0347,RJW0348,SKF0786,TDF0785,WAH0793,WOG0797,
['2 - Executive': '2 - ResearchAndEngineering': '4 - Engineering': '6 - TestAndEvalualtion'],ADR0810,ARM0805,CAD0354,CJM0802,DJH0812,DQM0809,DQS0807,GER0350,IQT0352,JAL0811,JSB0803,KJH0804,KSL0808,MDB0351,MSS0799,ORR0813,SIH0801,SRR0324,STH0353,TDC0800,WCB0806,
['2 - Executive': '2 - ResearchAndEngineering': '4 - Engineering': '7 - SystemsEngineering'],AAC0904,AOP1202,AVH1217,AWC1213,BDM1204,CHW1210,CNM1208,GRS1214,HCE1200,JAT1218,KAC1209,KBG1201,KCW1215,KDB1206,KEM1211,KES1207,KIS1205,LIL1199,NIM1203,RCH1216,WIW1212,
['2 - Executive': '2 - ResearchAndEngineering': '4 - Engineering': '8 - TestAndEvalualtion'],ABL1229,AMS1236,CHS1238,CIM1232,DAE1219,DCF1237,EGM1222,EJC1225,HDL1230,HJC1227,HQG0905,IRH1224,JIP1220,JOR1221,LHD1233,LLF1234,LSD1231,LSM1228,MGB1235,RMN1226,TWB1223,
['2 - Executive': '3 - Manufacturing': '': ''],RKC0355,SJC0232,
['2 - Executive': '3 - Manufacturing': '1 - IndustrialEngineering': ''],HPM0360,JIT0356,KZM0362,RDT0361,
['2 - Executive': '3 - Manufacturing': '2 - ManufacturingEngineering': ''],DJW0357,GCT0366,GJB0363,HYA0368,KWM0365,MKK0364,QZH0367,
['2 - Executive': '3 - Manufacturing': '3 - Assembly': ''],AQC0371,GHW0372,HSK0369,RZB0358,
['2 - Executive': '3 - Manufacturing': '3 - Assembly': '1 - AssemblyDept'],ANM0830,BAA0385,BBG0378,BSS0847,DEW0384,DIR0835,DNG0831,DTC0840,ECY0838,HDC0844,HJR0841,HYV0848,IDB0843,JDF0846,KAD0387,KMO0382,KRC0842,LMW0837,MMB0383,NNO0832,PJC0370,RJC0381,RSH0836,RYP0839,SAH0833,SCC0379,SGH0834,TCP0380,UKG0386,UKM0845,YJB0829,
['2 - Executive': '3 - Manufacturing': '3 - Assembly': '2 - AssemblyDept'],ARG1264,BCC1259,BLC1263,BUH1249,CSV1242,EBQ1246,GSH1262,HBF1250,HJO1239,IAH1241,IBH1267,ICS1248,JIB1258,KDC1240,KSC1255,MIB1265,NBM1257,NCM1243,OCL1245,RIS1254,RKF1268,RMH0906,RRG1253,SAF1261,SKE1251,SPH1244,VMP1252,WGF1260,WHB1247,XDG1256,ZDH1266,
